Query sequence,Most common phylum-level assignment,Phylum-level assignment,Most common class-level assignment,Class-level assignment,Most common order-level assignment,Order-level assignment,Most common family-level assignment,Family-level assignment,Most common Genus-level assignment,Genus-level assignment,Taxon assignment,Likelihood weight,otu,otu_references,tbas_loci,missing,link,Trophic Mode,Guild
Otu3160,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Ostropales,Ostropales,Gomphilaceae,Gomphilaceae,Corticifraga,"Corticifraga,Taitaia","Corticifraga_peltigerae,Taitaia_aurea",0.994164,OTU2401,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3160,Pathotroph,Lichen Parasite
Otu3161,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,"Phaeosphaeriaceae,Leptosphaeriaceae,unclassified",Septoriella,"Septoriella,Tintelnotia,Juncaceicola,Ampelomyces,Allophaeosphaeria,Ophiosphaerella,Populocrescentia,unclassified","Juncaceicola_alpina,Ampelomyces_quisqualis,Septoriella_hirta,Allophaeosphaeria_clematidis,Septoriella_leuchtmannii,Septoriella_hubertusii,Ophiosphaerella_herpotricha,Populocrescentia_forlicesenensis,Tintelnotia_opuntiae,Pleosporales_sp,Tintelnotia_destructans","0.252909, 0.225886, 0.222045, 0.072484, 0.042589, 0.039081, 0.034563, 0.033259, 0.031430",OTU2402,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3161,,
Otu3162,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Jahnulales,Jahnulales,Aliquandostipitaceae,Aliquandostipitaceae,Jahnula,Jahnula,Jahnula_granulosa,"0.003719, 0.000894, 0.000826, 0.000822, 0.000816, 0.000806, 0.000782, 0.000775, 0.000765, 0.000749, 0.000745",OTU2403,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3162,Saprotroph,Undefined Saprotroph
Otu3163,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,Fusicolla,"Fusicolla,Microcera,Fusarium","Fusicolla_violacea,Microcera_rubra,Fusarium_ciliatum","0.079049, 0.078923, 0.078875, 0.078263, 0.066395, 0.064803, 0.058311, 0.057648, 0.054812, 0.054654, 0.054531",OTU2404,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3163,,
Otu3164,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Piedraiaceae,Piedraiaceae,Piedraia,Piedraia,Piedraia_hortae,"0.262758, 0.184441, 0.067351, 0.067346, 0.066846, 0.034221, 0.033301, 0.022420, 0.020032, 0.018524, 0.010994",OTU2405,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3164,Pathotroph,Animal Pathogen
Otu3165,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Phaeomoniellales,Phaeomoniellales,unclassified,unclassified,Dolabra,Dolabra,Dolabra_nepheliae,0.999309,OTU2406,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3165,,
Otu3166,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Coniochaetales,Coniochaetales,Coniochaetaceae,Coniochaetaceae,Coniochaeta,Coniochaeta,"Coniochaeta_ligniaria,Coniochaeta_hoffmannii,Coniochaeta_ostrea,Coniochaeta_velutina,Coniochaeta_lignicola,Coniochaeta_prunicola,Coniochaeta_africana,Coniochaeta_mutabilis","0.314740, 0.057165, 0.053082, 0.053055, 0.042079, 0.028305, 0.028288, 0.028003, 0.025449, 0.022261, 0.020698",OTU2407,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3166,Pathotroph,Lichen Parasite
Otu3167,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Pezizaceae,"Pezizaceae,Pyronemataceae",Peziza,"Peziza,Marcelleina,Iodophanus,Pachyella,Cazia,Tirmania","Peziza_michelii,Marcelleina_persoonii,Iodophanus_carneus,Pachyella_babingtonii,Cazia_flexiascus,Peziza_succosa,Peziza_phyllogena,Tirmania_pinoyi,Peziza_quelepidotia,Peziza_polaripapulata,Peziza_gerardii","0.093382, 0.092722, 0.092610, 0.029091, 0.028758, 0.026868, 0.023711, 0.023711, 0.022279, 0.022277, 0.021685",OTU2408,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3167,Symbiotroph,Ectomycorrhizal
Otu3168,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Abrothallales,Abrothallales,Abrothallaceae,Abrothallaceae,Abrothallus,Abrothallus,"Abrothallus_macrosporus,Abrothallus_parmeliarum,Abrothallus_subhalei,Abrothallus_sp1,Abrothallus_buellianus,Abrothallus_sp2,Abrothallus_hypotrachynae,Abrothallus_secedens,Abrothallus_cladoniae,Abrothallus_subhalei_anamorph,Abrothallus_parmotrematis","0.065932, 0.057602, 0.051633, 0.051632, 0.044583, 0.044232, 0.032735, 0.032524, 0.029230, 0.028686, 0.026553",OTU2409,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3168,Pathotroph,Lichen Parasite
Otu3169,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Venturiales,Venturiales,Sympoventuriaceae,Sympoventuriaceae,Verruconis,Verruconis,Verruconis_gallopava,"0.004353, 0.003915, 0.001908, 0.001503, 0.001380, 0.001379, 0.001379, 0.001374, 0.001368, 0.001355, 0.001352",OTU2410,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3169,,
Otu317,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Sclerococcales,"Sclerococcales,Mycocaliciales",Dactylosporaceae,"Dactylosporaceae,Mycocaliciaceae,Sphinctrinaceae",Sclerococcum,"Sclerococcum,Fusichalara,Stenocybe,Sphinctrina,Mycocalicium,Monodyctis,Chaenothecopsis,Rhopalophora","Fusichalara_minuta,Stenocybe_pullatula,Sphinctrina_turbinata,Sclerococcum_heliotrephum,Mycocalicium_polyporaeum,Sclerococcum_ricasoliae,Monodictys_cf_fuliginosa,Sclerococcum_mangrovei,Sclerococcum_sphaerale,Chaenothecopsis_savonica,Rhopalophora_clavispora","0.053888, 0.053864, 0.053864, 0.037369, 0.029101, 0.028537, 0.028528, 0.028528, 0.028528, 0.028528, 0.028528",OTU2411,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu317,Pathotroph-Symbiotroph,Lichen Parasite-Lichenized
Otu3170,Ascomycota,Ascomycota,Lecanoromycetes,Lecanoromycetes,Teloschistales,Teloschistales,Teloschistaceae,Teloschistaceae,Xanthomendoza,Xanthomendoza,Xanthomendoza_fallax,"0.051452, 0.051341, 0.044983, 0.026419, 0.020861, 0.018704, 0.018703, 0.017374, 0.014485, 0.014484, 0.012443",OTU2412,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3170,Symbiotroph,Lichenized
Otu3171,Ascomycota,Ascomycota,Neolectomycetes,Neolectomycetes,Neolectales,Neolectales,Neolectaceae,Neolectaceae,Neolecta,Neolecta,"Neolecta_vitellina,Neolecta_irregularis","0.088574, 0.076387, 0.063749, 0.059379, 0.059103, 0.046630, 0.037930, 0.037930, 0.033981, 0.032810, 0.032771",OTU2413,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3171,Saprotroph,Undefined Saprotroph
Otu3172,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Pleosporaceae,Pleosporaceae,Alternaria,Alternaria,"Alternaria_tenuissima,Alternaria_thalictrigena","0.085471, 0.085234, 0.085233, 0.016055, 0.012611, 0.012585, 0.012499, 0.011435, 0.008770, 0.008290, 0.008259",OTU2414,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3172,Pathotroph-Symbiotroph,Endophyte-Plant Pathogen
Otu3173,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Parastagonospora,"Parastagonospora,Juncaceicola,Sclerostagonospora,Allophaeosphaeria,Populocrescentia,Phaeosphaeria","Juncaceicola_alpina,Sclerostagonospora_opuntiae,Allophaeosphaeria_clematidis,Parastagonospora_nodorum,Populocrescentia_forlicesenensis,Phaeosphaeria_eustoma,Parastagonospora_avenae","0.281078, 0.204106, 0.184776, 0.090281, 0.089476, 0.055203, 0.043765, 0.015026",OTU2415,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3173,,
Otu3174,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Rhytismatales,"Rhytismatales,Helotiales,Phacidiales",Phacidiaceae,"Phacidiaceae,Rhytismataceae,Helotiaceae,Cudoniaceae,Bulgariaceae,unclassified",Phacidium,"Phacidium,Zymochalara,Cyclaneusma,Bulgaria,Darkera,Potebniamyces,Spathularia,Cudonia","Cyclaneusma_minus,Bulgaria_inquinans,Phacidium_lacerum,Phacidium_pseudophacidioides,Zymochalara_lygodii,Darkera_picea,Potebniamyces_pyri,Spathularia_velutipes,Cudonia_circinans,Phacidium_lauri,Zymochalara_cyatheae","0.026686, 0.026182, 0.024285, 0.024064, 0.020956, 0.020307, 0.020086, 0.019970, 0.019395, 0.019341, 0.019301",OTU2416,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3174,Pathotroph,Plant Pathogen
Otu3175,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Saccharataceae,Saccharataceae,Saccharata,Saccharata,Saccharata_hawaiiensis,"0.117622, 0.116791, 0.116789, 0.114851, 0.114842, 0.017118, 0.016967, 0.012209, 0.011099, 0.011068, 0.005215",OTU2417,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3175,Pathotroph,Plant Pathogen
Otu3176,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Ascobolaceae,Ascobolaceae,Ascobolus,"Ascobolus,Saccobolus","Ascobolus_carbonarius,Ascobolus_crenulatus,Ascobolus_denudatus,Saccobolus_dilutellus","0.129609, 0.101377, 0.100721, 0.076304, 0.062059, 0.046131, 0.039770, 0.036296, 0.030201, 0.026866, 0.026820",OTU2418,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3176,Saprotroph,Dung Saprotroph-Wood Saprotroph
Otu3177,Ascomycota,Ascomycota,Pezizomycetes,Pezizomycetes,Pezizales,Pezizales,Sarcoscyphaceae,Sarcoscyphaceae,Sarcoscypha,Sarcoscypha,Sarcoscypha_austriaca,"0.021947, 0.014850, 0.013010, 0.007275, 0.007267, 0.007266, 0.007266, 0.007266, 0.007203, 0.007136, 0.006902",OTU2419,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3177,,
Otu3178,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Piedraiaceae,Piedraiaceae,Piedraia,Piedraia,Piedraia_hortae,"0.286278, 0.088709, 0.085511, 0.085174, 0.085174, 0.085174, 0.055841, 0.033824, 0.027432, 0.025880, 0.025795",OTU2420,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3178,Pathotroph,Animal Pathogen
Otu3179,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Saccharomycetaceae,"Saccharomycetaceae,Metschnikowiaceae,unclassified,Dipodascaceae,Eremotheciaceae,Trichomonascaceae",Candida,"Candida,Kluyveromyces,Yarrowia,Clavispora,Metschnikowia,Saccharomyces,Eremothecium,Zygoascus,Naumovozyma,Lachancea","Kluyveromyces_lactis,Yarrowia_lipolytica,Clavispora_lusitaniae,Candida_albicans,Metschnikowia_bicuspidata,Saccharomyces_cerevisiae,Eremothecium_gossypii,Zygoascus_hellenicus,Naumovozyma_castellii,Lachancea_waltii,Candida_glabrata","0.139462, 0.105696, 0.104585, 0.091911, 0.068824, 0.066793, 0.064818, 0.062772, 0.023038, 0.020436, 0.019819",OTU2421,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3179,Pathotroph,Animal Pathogen
Otu318,Ascomycota,Ascomycota,Schizosaccharomycetes,"Schizosaccharomycetes,Pneumocystidomycetes",Schizosaccharomycetales,"Schizosaccharomycetales,Pneumocystidales",Schizosaccharomycetaceae,"Schizosaccharomycetaceae,Pneumocystidaceae",Schizosaccharomyces,"Schizosaccharomyces,Pneumocystis","Schizosaccharomyces_pombe,Pneumocystis_carinii","0.358984, 0.164169, 0.070437, 0.069086, 0.065006, 0.064900, 0.064884, 0.018161, 0.017552, 0.017461, 0.008878",OTU2422,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu318,,
Otu3180,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Botryosphaeriales,Botryosphaeriales,Saccharataceae,Saccharataceae,Saccharata,Saccharata,"Saccharata_hawaiiensis,Saccharata_kirstenboschensis,Saccharata_capensis","0.013108, 0.013105, 0.012372, 0.010328, 0.009388, 0.008394, 0.008271, 0.007923, 0.007731, 0.007043, 0.006670",OTU2423,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3180,Pathotroph,Plant Pathogen
Otu3181,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Neodevriesiaceae",Neodevriesia,"Neodevriesia,Tripospermum,unclassified","Tripospermum_myrti,Neodevriesia_strelitziae,Neodevriesia_agapanthi,Dothideomycetes_sp_TRN142","0.149928, 0.149829, 0.149574, 0.149574, 0.149574, 0.099837, 0.096380, 0.021566",OTU2424,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3181,,
Otu3182,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Dipodascaceae,Dipodascaceae,Yarrowia,Yarrowia,Yarrowia_lipolytica,"0.851941, 0.018835, 0.009381, 0.008904, 0.008783, 0.008639, 0.004979, 0.004967, 0.004963, 0.003286, 0.002182",OTU2425,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3182,Saprotroph,Undefined Saprotroph
Otu3183,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Mycosphaerellaceae,Mycosphaerellaceae,Teratoramularia,Teratoramularia,Teratoramularia_kirschneriana,"0.337863, 0.123791, 0.111137, 0.110762, 0.050598, 0.050575, 0.049624, 0.025048, 0.016421, 0.010056, 0.008564",OTU2426,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3183,,
Otu3184,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.207236, 0.205435, 0.205313, 0.048272, 0.045661, 0.045661, 0.045661, 0.045661, 0.045661, 0.044066, 0.044066",OTU2427,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3184,Pathotroph,Plant Pathogen
Otu3185,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Nectriaceae,Nectriaceae,Thyronectria,Thyronectria,Thyronectria_roseovirens,"0.140653, 0.114478, 0.105398, 0.103829, 0.097178, 0.097072, 0.086533, 0.072930, 0.016572, 0.014139, 0.014100",OTU2428,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3185,,
Otu3186,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Verrucariales,Verrucariales,Verrucariaceae,Verrucariaceae,Staurothele,"Staurothele,Wahlenbergiella,Verrucaria,Agonimia,Flakea","Staurothele_frustulenta,Wahlenbergiella_mucosa,Verrucaria_hydrela,Agonimia_repleta,Staurothele_rufa,Staurothele_fissa,Verrucaria_tristis,Staurothele_areolata,Wahlenbergiella_striatula,Agonimia_sp,Flakea_papillata","0.215803, 0.189973, 0.187533, 0.157395, 0.093396, 0.086735, 0.012261, 0.011304",OTU2429,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3186,Symbiotroph,Lichenized
Otu3187,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Phaeosphaeria,Phaeosphaeria,Phaeosphaeria_eustoma,0.965357,OTU2430,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3187,Saprotroph,Undefined Saprotroph
Otu3188,Ascomycota,Ascomycota,Leotiomycetes,Leotiomycetes,Helotiales,Helotiales,Hemiphacidiaceae,Hemiphacidiaceae,Fabrella,Fabrella,Fabrella_tsugae,"0.110980, 0.110567, 0.109823, 0.107831, 0.107759, 0.022759, 0.022741, 0.022537, 0.017822, 0.010016, 0.009085",OTU2431,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3188,Saprotroph,Undefined Saprotroph
Otu3189,Ascomycota,Ascomycota,Sordariomycetes,Sordariomycetes,Hypocreales,Hypocreales,Clavicipitaceae,Clavicipitaceae,Epichloe,Epichloe,Epichloe_typhina,"0.001234, 0.000703, 0.000695, 0.000648, 0.000645, 0.000640, 0.000637, 0.000585, 0.000577, 0.000570, 0.000567",OTU2432,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3189,,
Otu319,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,"Capnodiales,unclassified",unclassified,"unclassified,Extremaceae,Mycosphaerellaceae,Teratosphaeriaceae",unclassified,"unclassified,Vermiconia,Petrophila,Staninwardia,Devriesia","Vermiconia_foris,Dothideomycetes_sp_TRN80,Vermiconia_flagrans,Dothideomycetes_sp_TRN138,Petrophila_incerta,Capnodiales_sp_CCFEE_5502,Staninwardia_suttonii,Devriesia_compacta,Capnodiales_sp_A73,Petrophila_incerta_1,Dothideomycetes_sp_TRN66","0.074989, 0.072078, 0.072075, 0.070343, 0.070343, 0.070342, 0.070342, 0.070335, 0.069452, 0.060332, 0.060104",OTU2433,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu319,,
Otu3190,Ascomycota,Ascomycota,Saccharomycetes,Saccharomycetes,Saccharomycetales,Saccharomycetales,Debaryomycetaceae,Debaryomycetaceae,Meyerozyma,"Meyerozyma,Debaryomyces","Meyerozyma_guilliermondii,Debaryomyces_hansenii","0.106055, 0.020827, 0.009452, 0.008935, 0.007555, 0.007091, 0.007026, 0.006964, 0.005740, 0.005733, 0.004894",OTU2434,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3190,Pathotroph,Animal Pathogen
Otu3191,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Aspergillus,Aspergillus,Aspergillus_penicillioides,"0.059160, 0.049907, 0.041779, 0.039025, 0.035507, 0.028271, 0.016469, 0.016116, 0.016116, 0.016116, 0.016116",OTU2435,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3191,Pathotroph,Animal Pathogen
Otu3192,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Pleosporales,Pleosporales,Phaeosphaeriaceae,Phaeosphaeriaceae,Juncaceicola,"Juncaceicola,Allophaeosphaeria","Juncaceicola_alpina,Allophaeosphaeria_clematidis","0.365588, 0.086239, 0.085440, 0.084610, 0.083473, 0.083364, 0.050936, 0.044607, 0.028459, 0.028095, 0.015474",OTU2436,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3192,,
Otu3193,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Capnodiales,Capnodiales,Teratosphaeriaceae,Teratosphaeriaceae,Acrodontium,Acrodontium,"Acrodontium_pigmentosum,Acrodontium_luzulae","0.386095, 0.057756, 0.046912, 0.046783, 0.040193, 0.040192, 0.040192, 0.040192, 0.040192, 0.040188, 0.034636",OTU2437,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3193,Pathotroph,Plant Pathogen
Otu3194,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Phialosimplex,Phialosimplex,Phialosimplex_sclerotialis,"0.171860, 0.100185, 0.091599, 0.061030, 0.023800, 0.023797, 0.023796, 0.022911, 0.019174, 0.018818, 0.012735",OTU2438,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3194,Saprotroph,Undefined Saprotroph
Otu3195,Ascomycota,Ascomycota,Dothideomycetes,Dothideomycetes,Dothideales,"Dothideales,unclassified",Aureobasidiaceae,"Aureobasidiaceae,Dothioraceae,Dothideaceae,unclassified",Aureobasidium,"Aureobasidium,Dothiora,Delphinella,Dothidea,Sydowia,Neocylindroseptoria,unclassified","Aureobasidium_lini,Dothiora_ceratoniae,Aureobasidium_melanogenum,Delphinella_strobiligena,Aureobasidium_namibiae,Dothiora_cannabinae,Dothidea_ribesia,Aureobasidium_pullulans,Sydowia_polyspora,Neocylindroseptoria_pistaciae,Dothideomycetes_sp_TRN11","0.022567, 0.021416, 0.021412, 0.021412, 0.021412, 0.021412, 0.021412, 0.021412, 0.021412, 0.021412, 0.021412",OTU2439,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3195,Pathotroph,Plant Pathogen
Otu3196,Ascomycota,Ascomycota,Xylonomycetes,Xylonomycetes,Xylonomycetales,Xylonomycetales,unclassified,unclassified,Symbiotaphrina,Symbiotaphrina,Symbiotaphrina_kochii,"0.024412, 0.007232, 0.007081, 0.005516, 0.005278, 0.004255, 0.003950, 0.003869, 0.003732, 0.003519, 0.003377",OTU2440,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3196,,
Otu3197,Ascomycota,Ascomycota,Eurotiomycetes,Eurotiomycetes,Eurotiales,Eurotiales,Aspergillaceae,Aspergillaceae,Aspergillus,Aspergillus,Aspergillus_penicillioides,1,OTU2441,,1,nucLSU:nucSSU:mitSSU:RPB1:RPB2,https://vclv99-239.hpc.ncsu.edu/tbas2_1/genetree.php?layout=xy&runnumber=ET66UU4R&strain=Otu3197,Pathotroph,Animal Pathogen
